date,BGN/1/ბულგარული ლევი,DKK/10/დანიური კრონი,EUR/1/ევრო,GBP/1/დიდი ბრიტანეთის გირვანქა სტერლინგი,ISK/100/ისლანდიური კრონი,RSD/100/სერბიული დინარი,NOK/10/ნორვეგიული კრონი,PLN/10/პოლონური ზლოტი,"ROL/10,000/რუმინული ლეი",RON/10/რუმინული ლეი,HUF/100/უნგრული ფორინტი,SEK/10/შვედური კრონი,CHF/1/შვეიცარიული ფრანკი ,CZK/10/ჩეხური კრონა,USD/1/აშშ დოლარი,CAD/1/კანადური დოლარი,AUD/1/ავსტრალიური დოლარი,EGP/10/ეგვიპტური გირვანქა,"TRL/1,000,000/თურქული ლირა",TRY/1/თურქული ლირა,JPY/100/იაპონური იენი,AED/10/არაბეთის გაერთიანებული საამიროების დირჰამი,"IRR/10,000/ირანული რიალი",ILS/10/ისრაელის შეკელი,SGD/1/სინგაპურული დოლარი,KWD/1/ქუვეითური დინარი,CNY/10/ჩინური იუანი,HKD/10/ჰონკონგური დოლარი,INR/100/ინდური რუპია,NZD/1/ახალზელანდიური დოლარი,RUB/100/რუსული რუბლი,"AZM/1,000/აზერბაიჯანული მანათი",AZN/1/აზერბაიჯანული მანათი,"BYR/10,000/ბელარუსული რუბლი",BYN/1/ბელარუსული რუბლი,EEK/10/ესტონური კრონა,"TMM/1,000/თურქმენული მანათი",TMT/10/თურქმენული მანათი,LVL/1/ლატვიური ლატი,LTL/10/ლიტვური ლიტი,MDL/10/მოლდოვური ლეი,"AMD/1,000/სომხური დრამი",TJS/10/ტაჯიკური სომონი,"UZS/1,000/უზბეკური სუმი",UAH/10/უკრაინული გრივნა,KZT/100/ყაზახური ტენგე,KGS/100/ყირგიზული სომი,ZAR/10/სამხრეთ აფრიკული რანდი,BRL/1/ბრაზილიური რიალი,QAR/10/კატარული რიალი,"KRW/1,000/სამხრეთ კორეული ვონი",CYP/1/კვიპროსული გირვანქა სტერლინგი,ATS/10/ავსტრიული შილინგი,BEF/100/ბელგიური ფრანკი,DEM/1/გერმანული მარკა,NLG/10/ჰოლანდიური გულდენი,"ITL/1,000/იტალიური ლირა",FIM/10/ფინური მარკა,FRF/10/ფრანგული ფრანკი,ESP/100/ესპანური პესეტა,GRD/100/ბერძნული დრაჰმა,IEP/1/ირლანდიური ფუნტი,LUF/100/ლუქსემბურგული ფრანკი,"PTE/1,000/პორტუგალიური ესკუდო"
Sat Feb 08 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2068,3.1795,2.3725,2.8573,1.5177,2.0468,2.8216,5.6672,,5.2955,0.7707,2.6830,1.9395,0.8626,1.7490,1.5809,1.5648,2.5126,,0.7886,1.7129,4.7618,0.7075,4.9512,1.3788,6.1933,2.8847,2.2544,2.8031,1.4412,5.0543,,2.2300,1.8087,,,,6.1368,,6.8823,1.2968,4.2688,3.6427,0.7915,2.0085,1.1250,3.4294,1.5831,0.7344,4.8055,1.6282,,,,,,,,,,,,,
Sun Feb 09 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2068,3.1795,2.3725,2.8573,1.5177,2.0468,2.8216,5.6672,,5.2955,0.7707,2.6830,1.9395,0.8626,1.7490,1.5809,1.5648,2.5126,,0.7886,1.7129,4.7618,0.7075,4.9512,1.3788,6.1933,2.8847,2.2544,2.8031,1.4412,5.0543,,2.2300,1.8087,,,,6.1368,,6.8823,1.2968,4.2688,3.6427,0.7915,2.0085,1.1250,3.4294,1.5831,0.7344,4.8055,1.6282,,,,,,,,,,,,,
Mon Feb 10 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2068,3.1795,2.3725,2.8573,1.5177,2.0468,2.8216,5.6672,,5.2955,0.7707,2.6830,1.9395,0.8626,1.7490,1.5809,1.5648,2.5126,,0.7886,1.7129,4.7618,0.7075,4.9512,1.3788,6.1933,2.8847,2.2544,2.8031,1.4412,5.0543,,2.2300,1.8087,,,,6.1368,,6.8823,1.2968,4.2688,3.6427,0.7915,2.0085,1.1250,3.4294,1.5831,0.7344,4.8055,1.6282,,,,,,,,,,,,,
Tue Feb 11 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2135,3.1956,2.3844,2.8665,1.5256,2.0587,2.8525,5.7028,,5.3296,0.7672,2.7000,1.9496,0.8666,1.7486,1.5849,1.5608,2.5130,,0.7847,1.7116,4.7607,0.7030,4.9692,1.3770,6.1985,2.8857,2.2543,2.8049,1.4452,5.0300,,2.2295,1.8064,,,,6.1354,,6.9071,1.2970,4.2587,3.6420,0.7891,2.0504,1.1245,3.4210,1.5705,0.7351,4.8044,1.6327,,,,,,,,,,,,,
Wed Feb 12 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2070,3.1714,2.3665,2.8432,1.5147,2.0434,2.8255,5.6612,,5.2928,0.7648,2.6816,1.9329,0.8599,1.7309,1.5656,1.5632,2.4876,,0.7857,1.6905,4.7125,0.7002,4.9249,1.3654,6.1336,2.8565,2.2315,2.7801,1.4403,4.9744,,2.2069,1.7863,,,,6.0733,,6.8488,1.2854,4.2113,3.6053,0.7811,2.0237,1.1127,3.3864,1.5673,0.7184,4.7537,1.6167,,,,,,,,,,,,,
Thu Feb 13 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2075,3.1555,2.3545,2.8554,1.5117,2.0339,2.8228,5.6478,,5.2576,0.7625,2.6840,1.9232,0.8561,1.7268,1.5721,1.5629,2.4806,,0.7876,1.6862,4.7013,0.6985,4.9062,1.3651,6.1212,2.8486,2.2265,2.7808,1.4426,4.9679,,2.2014,1.7820,,,,6.0589,,6.8172,1.2827,4.1965,3.5966,0.7792,2.0195,1.0536,3.3433,1.5726,0.7195,4.7424,1.6254,,,,,,,,,,,,,
Fri Feb 14 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.1982,3.1623,2.3596,2.8729,1.5215,2.0309,2.8327,5.6551,,5.2523,0.7568,2.6812,1.9318,0.8575,1.7266,1.5715,1.5465,2.4804,,0.7850,1.6934,4.7008,0.6984,4.9184,1.3633,6.1227,2.8475,2.2261,2.7692,1.4391,4.9528,,2.2012,1.7800,,,,6.0582,,6.8127,1.2823,4.1857,3.5963,0.7792,2.0192,0.9358,3.3429,1.5574,0.7119,4.7417,1.6197,,,,,,,,,,,,,
Sat Feb 15 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2097,3.1754,2.3694,2.8882,1.5266,2.0422,2.8373,5.7041,,5.2882,0.7678,2.6832,1.9383,0.8651,1.7301,1.5799,1.5612,2.4872,,0.7897,1.6997,4.7103,0.6999,4.9341,1.3727,6.1416,2.8525,2.2307,2.7859,1.4483,4.9073,,2.2056,1.7818,,,,6.0705,,6.8677,1.2837,4.1962,3.6033,0.7807,2.0045,0.9377,3.3486,1.5762,0.7231,4.7515,1.6274,,,,,,,,,,,,,
Sun Feb 16 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2097,3.1754,2.3694,2.8882,1.5266,2.0422,2.8373,5.7041,,5.2882,0.7678,2.6832,1.9383,0.8651,1.7301,1.5799,1.5612,2.4872,,0.7897,1.6997,4.7103,0.6999,4.9341,1.3727,6.1416,2.8525,2.2307,2.7859,1.4483,4.9073,,2.2056,1.7818,,,,6.0705,,6.8677,1.2837,4.1962,3.6033,0.7807,2.0045,0.9377,3.3486,1.5762,0.7231,4.7515,1.6274,,,,,,,,,,,,,
Mon Feb 17 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2097,3.1754,2.3694,2.8882,1.5266,2.0422,2.8373,5.7041,,5.2882,0.7678,2.6832,1.9383,0.8651,1.7301,1.5799,1.5612,2.4872,,0.7897,1.6997,4.7103,0.6999,4.9341,1.3727,6.1416,2.8525,2.2307,2.7859,1.4483,4.9073,,2.2056,1.7818,,,,6.0705,,6.8677,1.2837,4.1962,3.6033,0.7807,2.0045,0.9377,3.3486,1.5762,0.7231,4.7515,1.6274,,,,,,,,,,,,,
Tue Feb 18 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2125,3.1779,2.3713,2.8965,1.5289,2.0422,2.8450,5.7142,,5.2823,0.7677,2.6858,1.9407,0.8654,1.7301,1.5781,1.5619,2.4866,,0.7931,1.6975,4.7103,0.6999,4.9323,1.3733,6.1395,2.8535,2.2309,2.7914,1.4460,4.9294,,2.2056,1.7818,,,,6.0705,,6.8666,1.2821,4.1967,3.6038,0.7784,2.0023,0.9377,3.3486,1.5965,0.7244,4.7517,1.6316,,,,,,,,,,,,,
Wed Feb 19 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2139,3.1886,2.3792,2.8953,1.5318,2.0513,2.8573,5.7223,,5.3028,0.7703,2.6691,1.9473,0.8684,1.7331,1.5816,1.5622,2.4911,,0.7946,1.6925,4.7185,0.7011,4.9358,1.3736,6.1523,2.8568,2.2348,2.7836,1.4419,4.9182,,2.2095,1.7849,,,,6.0811,,6.8785,1.2840,4.2087,3.6102,0.7797,2.0046,0.9393,3.3551,1.5951,0.7254,4.7602,1.6265,,,,,,,,,,,,,
Thu Feb 20 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2165,3.1921,2.3819,2.8882,1.5330,2.0588,2.8656,5.7203,,5.3052,0.7616,2.6674,1.9503,0.8688,1.7328,1.5870,1.5663,2.4895,,0.7930,1.6977,4.7177,0.7009,4.9398,1.3747,6.1600,2.8522,2.2343,2.7854,1.4448,4.8694,,2.2091,1.7827,,,,6.0800,,6.9044,1.2829,4.2049,3.6089,0.7796,1.9947,0.9391,3.3381,1.5889,0.7234,4.7589,1.6264,,,,,,,,,,,,,
Fri Feb 21 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2177,3.1798,2.3728,2.8848,1.5262,2.0567,2.8367,5.6789,,5.2460,0.7560,2.6484,1.9447,0.8666,1.7327,1.5647,1.5556,2.4899,,0.7840,1.6989,4.7174,0.7009,4.9250,1.3690,6.1487,2.8482,2.2341,2.7831,1.4355,4.8444,,2.2089,1.7826,,,,6.0796,,6.8810,1.2818,4.2036,3.6084,0.7795,1.9723,0.9389,3.3366,1.5652,0.7240,4.7609,1.6164,,,,,,,,,,,,,
Sat Feb 22 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2184,3.1934,2.3831,2.8982,1.5316,2.0581,2.8434,5.7175,,5.2758,0.7657,2.6503,1.9529,0.8703,1.7387,1.5584,1.5648,2.4978,,0.7902,1.6979,4.7337,0.7033,4.9567,1.3738,6.1700,2.8549,2.2420,2.8014,1.4433,4.8727,,2.2163,1.7869,,,,6.1007,,6.9054,1.2854,4.2156,3.6203,0.7822,1.9673,0.9409,3.3478,1.5759,0.7338,4.7776,1.6221,,,,,,,,,,,,,
Sun Feb 23 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2184,3.1934,2.3831,2.8982,1.5316,2.0581,2.8434,5.7175,,5.2758,0.7657,2.6503,1.9529,0.8703,1.7387,1.5584,1.5648,2.4978,,0.7902,1.6979,4.7337,0.7033,4.9567,1.3738,6.1700,2.8549,2.2420,2.8014,1.4433,4.8727,,2.2163,1.7869,,,,6.1007,,6.9054,1.2854,4.2156,3.6203,0.7822,1.9673,0.9409,3.3478,1.5759,0.7338,4.7776,1.6221,,,,,,,,,,,,,
Mon Feb 24 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2184,3.1934,2.3831,2.8982,1.5316,2.0581,2.8434,5.7175,,5.2758,0.7657,2.6503,1.9529,0.8703,1.7387,1.5584,1.5648,2.4978,,0.7902,1.6979,4.7337,0.7033,4.9567,1.3738,6.1700,2.8549,2.2420,2.8014,1.4433,4.8727,,2.2163,1.7869,,,,6.1007,,6.9054,1.2854,4.2156,3.6203,0.7822,1.9673,0.9409,3.3478,1.5759,0.7338,4.7776,1.6221,,,,,,,,,,,,,
Tue Feb 25 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2189,3.2074,2.3933,2.8954,1.5386,2.0608,2.8756,5.7508,,5.3078,0.7705,2.6785,1.9621,0.8746,1.7392,1.5642,1.5616,2.4999,,0.7963,1.6989,4.7351,0.6987,4.9616,1.3742,6.1761,2.8527,2.2418,2.8038,1.4408,4.8976,,2.2170,1.7875,,,,6.1025,,6.9205,1.2852,4.2131,3.6208,0.7800,1.9458,0.9404,3.3488,1.5854,0.7417,4.7767,1.6188,,,,,,,,,,,,,
Wed Feb 26 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2255,3.2150,2.3990,2.9129,1.5400,2.0685,2.8988,5.7697,,5.3114,0.7742,2.6878,1.9672,0.8772,1.7451,1.5763,1.5758,2.5073,,0.7918,1.7052,4.7512,0.7059,4.9644,1.3790,6.1993,2.8506,2.2485,2.8163,1.4538,4.9065,,2.2245,1.7917,,,,6.1232,,6.9487,1.2875,4.2280,3.6328,0.7827,1.9309,0.9458,3.3317,1.6218,0.7455,4.7924,1.6268,,,,,,,,,,,,,
Thu Feb 27 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2293,3.2184,2.4016,2.9174,1.5447,2.0715,2.8894,5.7766,,5.3216,0.7769,2.6884,1.9685,0.8782,1.7480,1.5779,1.5737,2.5118,,0.7920,1.7074,4.7592,0.7071,4.9680,1.3826,6.2074,2.8548,2.2531,2.8189,1.4571,4.8844,,2.2282,1.7928,,,,6.1333,,6.9578,1.2885,4.2352,3.6378,0.7840,1.8543,0.9476,3.3336,1.6334,0.7467,4.8004,1.6413,,,,,,,,,,,,,
Fri Feb 28 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2278,3.2000,2.3879,2.9085,1.5391,2.0650,2.8872,5.7032,,5.3047,0.7669,2.6766,1.9640,0.8729,1.7495,1.5717,1.5604,2.5147,,0.7807,1.7192,4.7633,0.7077,4.9744,1.3802,6.2083,2.8553,2.2543,2.8227,1.4589,4.8530,,2.2301,1.7925,,,,6.1386,,6.9202,1.2865,4.2385,3.6403,0.7846,1.8381,0.9471,3.3365,1.6149,0.7448,4.8046,1.6370,,,,,,,,,,,,,
Sat Mar 01 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2209,3.2326,2.4122,2.9251,1.5560,2.0665,2.9138,5.7962,,5.3618,0.7769,2.7240,1.9830,0.8825,1.7486,1.5716,1.5669,2.5112,,0.7903,1.7167,4.7608,0.7060,5.0122,1.3815,6.2206,2.8458,2.2530,2.8194,1.4704,4.8324,,2.2292,1.7898,,,,6.1354,,6.9438,1.2791,4.2346,3.6385,0.7842,1.7510,0.9500,3.2406,1.6380,0.7541,4.8021,1.6383,,,,,,,,,,,,,
Sun Mar 02 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2209,3.2326,2.4122,2.9251,1.5560,2.0665,2.9138,5.7962,,5.3618,0.7769,2.7240,1.9830,0.8825,1.7486,1.5716,1.5669,2.5112,,0.7903,1.7167,4.7608,0.7060,5.0122,1.3815,6.2206,2.8458,2.2530,2.8194,1.4704,4.8324,,2.2292,1.7898,,,,6.1354,,6.9438,1.2791,4.2346,3.6385,0.7842,1.7510,0.9500,3.2406,1.6380,0.7541,4.8021,1.6383,,,,,,,,,,,,,
Mon Mar 03 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2209,3.2326,2.4122,2.9251,1.5560,2.0665,2.9138,5.7962,,5.3618,0.7769,2.7240,1.9830,0.8825,1.7486,1.5716,1.5669,2.5112,,0.7903,1.7167,4.7608,0.7060,5.0122,1.3815,6.2206,2.8458,2.2530,2.8194,1.4704,4.8324,,2.2292,1.7898,,,,6.1354,,6.9438,1.2791,4.2346,3.6385,0.7842,1.7510,0.9500,3.2406,1.6380,0.7541,4.8021,1.6383,,,,,,,,,,,,,
Tue Mar 04 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2209,3.2326,2.4122,2.9251,1.5560,2.0665,2.9138,5.7962,,5.3618,0.7769,2.7240,1.9830,0.8825,1.7486,1.5716,1.5669,2.5112,,0.7903,1.7167,4.7608,0.7060,5.0122,1.3815,6.2206,2.8458,2.2530,2.8194,1.4704,4.8324,,2.2292,1.7898,,,,6.1354,,6.9438,1.2791,4.2346,3.6385,0.7842,1.7510,0.9500,3.2406,1.6380,0.7541,4.8021,1.6383,,,,,,,,,,,,,
Wed Mar 05 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2338,3.2215,2.4039,2.9161,1.5521,2.0690,2.9028,5.7441,,5.3225,0.7735,2.7100,1.9754,0.8794,1.7470,1.5764,1.5641,2.5150,,0.7911,1.7149,4.7565,0.7053,5.0049,1.3753,6.2060,2.8441,2.2511,2.8183,1.4659,4.8099,,2.2272,1.7863,,,,6.1298,,6.9646,1.2799,4.2239,3.6342,0.7811,1.7483,0.9491,3.2055,1.6164,0.7456,4.7979,1.6278,,,,,,,,,,,,,
Thu Mar 06 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2235,3.1948,2.3840,2.8983,1.5414,2.0582,2.8949,5.7015,,5.2865,0.7695,2.6933,1.9564,0.8718,1.7381,1.5691,1.5599,2.4977,,0.7869,1.6974,4.7322,0.7018,4.9834,1.3697,6.1700,2.8365,2.2398,2.8184,1.4619,4.8167,,2.2158,1.7754,,,,6.0986,,6.9129,1.2741,4.1967,3.6150,0.7771,1.7874,0.9526,3.1895,1.6197,0.7418,4.7736,1.6234,,,,,,,,,,,,,
Fri Mar 07 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2202,3.1988,2.3870,2.9066,1.5422,2.0576,2.9022,5.7106,,5.3067,0.7716,2.7008,1.9580,0.8718,1.7379,1.5766,1.5721,2.4977,,0.7890,1.6929,4.7317,0.7017,4.9902,1.3744,6.1715,2.8406,2.2393,2.8358,1.4701,4.8108,,2.2156,1.7752,,,,6.0979,,6.9074,1.2717,4.1938,3.6138,0.7770,1.8393,0.9560,3.1888,1.6295,0.7497,4.7729,1.6334,,,,,,,,,,,,,
Sat Mar 08 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2216,3.2343,2.4137,2.9108,1.5563,2.0782,2.9136,5.7606,,5.3733,0.7795,2.7225,1.9797,0.8827,1.7382,1.5818,1.5858,2.4998,,0.7948,1.6881,4.7325,0.7018,5.0318,1.3755,6.1836,2.8371,2.2398,2.8421,1.4783,4.7935,,2.2160,1.7755,,,,6.0989,,6.9818,1.2725,4.1919,3.6146,0.7771,1.8515,0.9546,3.1894,1.6372,0.7481,4.7737,1.6389,,,,,,,,,,,,,
Sun Mar 09 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2216,3.2343,2.4137,2.9108,1.5563,2.0782,2.9136,5.7606,,5.3733,0.7795,2.7225,1.9797,0.8827,1.7382,1.5818,1.5858,2.4998,,0.7948,1.6881,4.7325,0.7018,5.0318,1.3755,6.1836,2.8371,2.2398,2.8421,1.4783,4.7935,,2.2160,1.7755,,,,6.0989,,6.9818,1.2725,4.1919,3.6146,0.7771,1.8515,0.9546,3.1894,1.6372,0.7481,4.7737,1.6389,,,,,,,,,,,,,
Mon Mar 10 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2216,3.2343,2.4137,2.9108,1.5563,2.0782,2.9136,5.7606,,5.3733,0.7795,2.7225,1.9797,0.8827,1.7382,1.5818,1.5858,2.4998,,0.7948,1.6881,4.7325,0.7018,5.0318,1.3755,6.1836,2.8371,2.2398,2.8421,1.4783,4.7935,,2.2160,1.7755,,,,6.0989,,6.9818,1.2725,4.1919,3.6146,0.7771,1.8515,0.9546,3.1894,1.6372,0.7481,4.7737,1.6389,,,,,,,,,,,,,
Tue Mar 11 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2351,3.2324,2.4121,2.8956,1.5530,2.0823,2.9098,5.7444,,5.3629,0.7733,2.7211,1.9798,0.8828,1.7387,1.5653,1.5721,2.4986,,0.7864,1.6832,4.7339,0.7020,5.0099,1.3724,6.1853,2.8307,2.2403,2.8541,1.4722,4.7949,,2.2166,1.7742,,,,6.1007,,6.9948,1.2757,4.1943,3.6148,0.7750,1.8825,0.9549,3.1903,1.6209,0.7431,4.7752,1.6306,,,,,,,,,,,,,
Wed Mar 12 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2338,3.2253,2.4068,2.8896,1.5463,2.0795,2.9167,5.7109,,5.3524,0.7700,2.7234,1.9757,0.8802,1.7384,1.5633,1.5705,2.4987,,0.7824,1.6835,4.7330,0.7019,5.0006,1.3725,6.1799,2.8315,2.2398,2.8545,1.4756,4.7756,,2.2162,1.7739,,,,6.0996,,6.9936,1.2801,4.1905,3.6142,0.7749,1.8822,0.9547,3.1897,1.6129,0.7398,4.7743,1.6324,,,,,,,,,,,,,
Thu Mar 13 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2294,3.2254,2.4069,2.8805,1.5404,2.0749,2.9020,5.6928,,5.3374,0.7671,2.7192,1.9799,0.8801,1.7362,1.5616,1.5513,2.4949,,0.7722,1.6912,4.7271,0.7010,5.0035,1.3677,6.1764,2.8254,2.2360,2.8361,1.4681,4.7585,,2.2134,1.7698,,,,6.0919,,6.9649,1.2844,4.1846,3.6092,0.7739,1.8674,0.9536,3.1857,1.5897,0.7347,4.7682,1.6222,,,,,,,,,,,,,
Fri Mar 14 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2311,3.2418,2.4195,2.8927,1.5472,2.0841,2.9323,5.7268,,5.3691,0.7756,2.7337,1.9914,0.8846,1.7339,1.5666,1.5706,2.4920,,0.7789,1.6905,4.7208,0.7001,5.0025,1.3711,6.1727,2.8255,2.2330,2.8414,1.4844,4.7561,,2.2105,1.7675,,,,6.0839,,7.0068,1.2841,4.1787,3.6112,0.7729,1.8680,0.9520,3.1815,1.6128,0.7364,4.7616,1.6221,,,,,,,,,,,,,
Sat Mar 15 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2345,3.2224,2.4050,2.8769,1.5402,2.0686,2.8968,5.6784,,5.3352,0.7672,2.7129,1.9804,0.8793,1.7317,1.5628,1.5649,2.4882,,0.7752,1.7054,4.7148,0.6992,4.9922,1.3694,6.1626,2.8161,2.2303,2.8315,1.4792,4.7264,,2.2080,1.7634,,,,6.0761,,6.9541,1.2852,4.1731,3.6073,0.7719,1.8275,0.9510,3.1774,1.6069,0.7328,4.7556,1.6144,,,,,,,,,,,,,
Sun Mar 16 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2345,3.2224,2.4050,2.8769,1.5402,2.0686,2.8968,5.6784,,5.3352,0.7672,2.7129,1.9804,0.8793,1.7317,1.5628,1.5649,2.4882,,0.7752,1.7054,4.7148,0.6992,4.9922,1.3694,6.1626,2.8161,2.2303,2.8315,1.4792,4.7264,,2.2080,1.7634,,,,6.0761,,6.9541,1.2852,4.1731,3.6073,0.7719,1.8275,0.9510,3.1774,1.6069,0.7328,4.7556,1.6144,,,,,,,,,,,,,
Mon Mar 17 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2345,3.2224,2.4050,2.8769,1.5402,2.0686,2.8968,5.6784,,5.3352,0.7672,2.7129,1.9804,0.8793,1.7317,1.5628,1.5649,2.4882,,0.7752,1.7054,4.7148,0.6992,4.9922,1.3694,6.1626,2.8161,2.2303,2.8315,1.4792,4.7264,,2.2080,1.7634,,,,6.0761,,6.9541,1.2852,4.1731,3.6073,0.7719,1.8275,0.9510,3.1774,1.6069,0.7328,4.7556,1.6144,,,,,,,,,,,,,
Tue Mar 18 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2262,3.2160,2.4000,2.8723,1.5381,2.0714,2.8997,5.6772,,5.3216,0.7681,2.7072,1.9746,0.8777,1.7274,1.5627,1.5676,2.4823,,0.7764,1.6964,4.7031,0.6974,4.9941,1.3649,6.1473,2.7965,2.2246,2.8235,1.4816,4.7132,,2.2025,1.7591,,,,6.0611,,6.9466,1.2856,4.1668,3.5987,0.7676,1.7992,0.9486,3.1695,1.6133,0.7363,4.7439,1.6187,,,,,,,,,,,,,
Wed Mar 19 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2282,3.2189,2.4023,2.8685,1.5312,2.0770,2.8964,5.6872,,5.3305,0.7682,2.7215,1.9759,0.8767,1.7275,1.5631,1.5686,2.4829,,0.7765,1.7033,4.7032,0.6975,4.9913,1.3644,6.1455,2.7888,2.2244,2.8257,1.4805,4.7395,,2.2026,1.7574,,,,6.0614,,6.9626,1.2858,4.1631,3.5911,0.7677,1.7706,0.9489,3.1698,1.6085,0.7358,4.7442,1.6160,,,,,,,,,,,,,
Thu Mar 20 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2311,3.2321,2.4123,2.8819,1.5342,2.0806,2.9020,5.7398,,5.3600,0.7764,2.7289,1.9809,0.8786,1.7321,1.5500,1.5783,2.4902,,0.7788,1.7053,4.7159,0.6993,5.0043,1.3685,6.1619,2.7966,2.2311,2.8379,1.4924,4.7839,,2.2085,1.7621,,,,6.0775,,6.9874,1.2902,4.1716,3.6075,0.7697,1.7391,0.9514,3.1786,1.6164,0.7424,4.7569,1.6182,,,,,,,,,,,,,
Fri Mar 21 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2397,3.2157,2.4002,2.8791,1.5304,2.0826,2.8725,5.6977,,5.3409,0.7696,2.7119,1.9684,0.8731,1.7428,1.5472,1.5708,2.5041,,0.7773,1.7010,4.7450,0.7036,5.0059,1.3649,6.1911,2.7983,2.2449,2.8445,1.4864,4.8266,,2.2221,1.7711,,,,6.1151,,6.9838,1.3009,4.1979,3.6305,0.7745,1.7572,0.9574,3.1989,1.5932,0.7421,4.7863,1.6197,,,,,,,,,,,,,
Sat Mar 22 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2264,3.2209,2.4043,2.8766,1.5333,2.0749,2.8669,5.7324,,5.3667,0.7708,2.7159,1.9742,0.8756,1.7430,1.5508,1.5832,2.5046,,0.7793,1.7040,4.7454,0.7037,5.0125,1.3683,6.1874,2.8006,2.2457,2.8578,1.4917,4.7882,,2.2224,1.7713,,,,6.1158,,6.9514,1.3012,4.2001,3.6309,0.7745,1.7242,0.9576,3.1992,1.6060,0.7490,4.7869,1.6137,,,,,,,,,,,,,
Sun Mar 23 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2264,3.2209,2.4043,2.8766,1.5333,2.0749,2.8669,5.7324,,5.3667,0.7708,2.7159,1.9742,0.8756,1.7430,1.5508,1.5832,2.5046,,0.7793,1.7040,4.7454,0.7037,5.0125,1.3683,6.1874,2.8006,2.2457,2.8578,1.4917,4.7882,,2.2224,1.7713,,,,6.1158,,6.9514,1.3012,4.2001,3.6309,0.7745,1.7242,0.9576,3.1992,1.6060,0.7490,4.7869,1.6137,,,,,,,,,,,,,
Mon Mar 24 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2264,3.2209,2.4043,2.8766,1.5333,2.0749,2.8669,5.7324,,5.3667,0.7708,2.7159,1.9742,0.8756,1.7430,1.5508,1.5832,2.5046,,0.7793,1.7040,4.7454,0.7037,5.0125,1.3683,6.1874,2.8006,2.2457,2.8578,1.4917,4.7882,,2.2224,1.7713,,,,6.1158,,6.9514,1.3012,4.2001,3.6309,0.7745,1.7242,0.9576,3.1992,1.6060,0.7490,4.7869,1.6137,,,,,,,,,,,,,
Tue Mar 25 2014 00:00:00 GMT+0400 (Georgia Standard Time),1.2304,3.2215,2.4047,2.8798,1.5367,2.0835,2.8792,5.7297,,5.3712,0.7683,2.7126,1.9712,0.8763,1.7463,1.5552,1.5912,2.5098,,0.7795,1.7044,4.7546,0.7051,5.0099,1.3727,6.1991,2.8219,2.2511,2.8734,1.4901,4.8285,,2.2266,1.7729,,,,6.1274,,6.9908,1.3025,4.2143,3.6378,0.7736,1.7126,0.9594,3.2047,1.6087,0.7515,4.7963,1.6206,,,,,,,,,,,,,
